stk_flow,waste,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
EXP_IEU28,MT_FER,THS_EUR,LU	: 	21265 	24310 	22520 	17997 	18851 	21959 	21387 	26480 	34254 	27319 	20952 	96791 	70566 	55484 	44761 	59470 
EXP_IEU28,MT_FER,THS_EUR,LV	: 	34768 	43792 	35297 	16419 	19534 	19058 	21649 	20055 	55194 	49653 	17433 	106549 	63833 	56500 	37957 	12736 
EXP_IEU28,MT_FER,THS_EUR,MT	: 	121 	286 	569 	432 	558 	656 	612 	937 	1069 	1017 	739 	1231 	3349 	3795 	1844 	3616 
EXP_IEU28,MT_FER,THS_EUR,NL	: 	1347900 	1511223 	1476360 	1248376 	1309147 	1464840 	1443275 	1649023 	1805118 	1743512 	810349 	1496094 	1777077 	1472150 	1007037 	1060532 
EXP_IEU28,MT_FER,THS_EUR,PL	: 	495486 	530020 	484806 	383496 	441718 	577186 	550683 	605580 	610608 	446989 	232315 	506028 	411677 	352456 	285494 	348992 
EXP_IEU28,MT_FER,THS_EUR,PT	: 	128597 	160877 	128019 	66289 	64299 	81911 	89510 	100036 	108875 	114475 	71816 	107314 	122939 	100846 	75010 	48451 
EXP_IEU28,MT_FER,THS_EUR,RO	: 	81207 	91788 	61000 	68361 	60940 	94897 	80374 	82604 	128093 	131338 	108437 	188046 	168073 	136824 	90298 	108685 
EXP_IEU28,MT_FER,THS_EUR,SE	: 	131664 	139461 	129083 	105118 	133428 	179076 	170618 	203934 	221944 	179885 	123937 	297547 	226704 	141593 	109131 	96908 
EXP_IEU28,MT_FER,THS_EUR,SI	: 	119745 	140749 	115373 	74926 	89927 	117790 	102952 	109500 	116404 	86883 	40441 	61570 	68778 	52098 	42579 	37965 
EXP_IEU28,MT_FER,THS_EUR,SK	: 	210934 	191144 	173124 	114099 	120911 	153067 	110747 	162380 	225315 	211121 	79329 	228611 	156823 	131648 	100780 	110777 
EXP_IEU28,MT_FER,THS_EUR,UK	: 	404800 	492381 	484534 	378134 	573132 	580130 	679399 	715286 	853368 	713577 	416577 	1091490 	868815 	816442 	632400 	727234 
EXP_IEU28,MT_PRE,T,AT	: 	15 	141 	40 	27 	46 	152 	67 	315 	61 	12 	212 	261 	564 	540 	481 	428 
EXP_IEU28,MT_PRE,T,BE	: 	2871 	3110 	1733 	3145 	8318 	10302 	1149 	2041 	451 	969 	386 	760 	814 	2650 	1390 	1632 
EXP_IEU28,MT_PRE,T,BG	: 	3 	7 	7 	0 	0 	0 	1 	410 	938 	757 	1008 	817 	425 	432 	407 	0 
EXP_IEU28,MT_PRE,T,CY	: 	82 	37 	37 	42 	14 	0 	5 	0 	0 	0 	0 	0 	7 	4 	0 	4 
EXP_IEU28,MT_PRE,T,CZ	: 	2666 	2148 	1283 	1383 	1124 	1497 	2610 	3316 	3775 	1043 	923 	1000 	863 	589 	487 	543 
EXP_IEU28,MT_PRE,T,DE	: 	51555 	53816 	52321 	54338 	47194 	48668 	42006 	43437 	26646 	25239 	20344 	24489 	23151 	13941 	9746 	12042 
EXP_IEU28,MT_PRE,T,DK	: 	15 	37 	5 	68 	70 	2 	17 	9 	17 	0 	90 	21 	55 	290 	10037 	85 
EXP_IEU28,MT_PRE,T,EE	: 	577 	941 	784 	771 	557 	434 	258 	214 	235 	122 	70 	124 	54 	77 	83 	135 
EXP_IEU28,MT_PRE,T,EL	: 	3 	5 	6 	1 	46 	69 	7 	18 	0 	0 	0 	0 	92 	0 	0 	66 
EXP_IEU28,MT_PRE,T,ES	: 	1172 	1872 	960 	1392 	1109 	759 	839 	203 	360 	430 	285 	241 	46 	30 	382 	117 
EXP_IEU28,MT_PRE,T,EU28	: 	129541 	133183 	111887 	113526 	84483 	161777 	79398 	88050 	60161 	43832 	38169 	47408 	36358 	27632 	30943 	24595 
EXP_IEU28,MT_PRE,T,FI	: 	3995 	4958 	3953 	3930 	3265 	3952 	2925 	3171 	1676 	461 	712 	1611 	358 	657 	693 	292 
EXP_IEU28,MT_PRE,T,FR	: 	1968 	2064 	2438 	1957 	1065 	900 	1165 	863 	3296 	1386 	1288 	1125 	939 	802 	679 	479 
EXP_IEU28,MT_PRE,T,HR	: 	47 	26 	10 	9 	11 	18 	50 	49 	42 	54 	45 	27 	34 	32 	80 	74 
EXP_IEU28,MT_PRE,T,HU	: 	262 	312 	554 	405 	135 	56 	3358 	2275 	2809 	2360 	169 	286 	89 	109 	121 	0 
EXP_IEU28,MT_PRE,T,IE	: 	3899 	5271 	5125 	5680 	5100 	4076 	3433 	2715 	2038 	4115 	3533 	6345 	1313 	548 	164 	99 
EXP_IEU28,MT_PRE,T,IT	: 	2655 	2645 	3444 	4002 	3123 	3752 	690 	3357 	947 	284 	94 	115 	181 	136 	6 	8 
EXP_IEU28,MT_PRE,T,LT	: 	3449 	3044 	1615 	1503 	1396 	1315 	1211 	1045 	872 	626 	482 	674 	795 	523 	406 	370 
EXP_IEU28,MT_PRE,T,LU	: 	177 	232 	63 	0 	1 	2 	1670 	1 	16 	8 	0 	0 	0 	0 	3 	0 
EXP_IEU28,MT_PRE,T,LV	: 	351 	181 	202 	14 	4 	25 	3 	25 	16 	3 	16 	68 	96 	164 	45 	100 
EXP_IEU28,MT_PRE,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	27 	17 	0 	0 	0 	1 	1 	3 
EXP_IEU28,MT_PRE,T,NL	: 	38486 	35223 	26451 	23050 	381 	71458 	681 	1653 	3806 	541 	336 	1588 	291 	464 	2291 	3888 
EXP_IEU28,MT_PRE,T,PL	: 	1704 	937 	1207 	1972 	1609 	1502 	1207 	751 	595 	686 	572 	626 	451 	260 	163 	111 
EXP_IEU28,MT_PRE,T,PT	: 	182 	87 	133 	128 	91 	104 	234 	526 	264 	8 	13 	8 	5 	2 	3 	1166 
EXP_IEU28,MT_PRE,T,RO	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EXP_IEU28,MT_PRE,T,SE	: 	745 	401 	442 	429 	104 	250 	87 	123 	148 	115 	128 	978 	316 	445 	27 	51 
EXP_IEU28,MT_PRE,T,SI	: 	179 	200 	96 	188 	116 	214 	313 	197 	236 	155 	156 	100 	86 	154 	47 	30 
EXP_IEU28,MT_PRE,T,SK	: 	1303 	2294 	671 	106 	407 	48 	85 	79 	123 	14 	7 	10 	35 	27 	20 	20 
EXP_IEU28,MT_PRE,T,UK	: 	11181 	13193 	8308 	8988 	9201 	12221 	15328 	21259 	10766 	4427 	7301 	6133 	5298 	4757 	3182 	2852 
EXP_IEU28,MT_PRE,THS_EUR,AT	: 	19751 	17658 	10473 	30589 	29692 	42566 	32740 	41541 	83153 	44675 	30087 	23409 	22081 	23254 	5755 	5567 
EXP_IEU28,MT_PRE,THS_EUR,BE	: 	403979 	406115 	289838 	233809 	274369 	252657 	121893 	92361 	65421 	46008 	17608 	30011 	44533 	68363 	40241 	154618 
EXP_IEU28,MT_PRE,THS_EUR,BG	: 	4575 	4086 	3578 	3364 	5341 	1264 	5441 	55518 	273623 	109262 	99912 	54122 	36666 	31870 	24033 	0 
EXP_IEU28,MT_PRE,THS_EUR,CY	: 	68 	24 	228 	480 	207 	0 	238 	0 	0 	0 	0 	0 	20 	10 	0 	44 
EXP_IEU28,MT_PRE,THS_EUR,CZ	: 	47177 	43346 	74407 	64820 	49146 	44730 	46480 	58280 	58985 	32198 	20288 	20893 	18951 	26709 	13902 	11029 
EXP_IEU28,MT_PRE,THS_EUR,DE	: 	923670 	603688 	457153 	642904 	591415 	612093 	705902 	1126802 	981792 	727664 	506732 	981690 	910371 	508737 	322761 	272254 
EXP_IEU28,MT_PRE,THS_EUR,DK	: 	9980 	7751 	5639 	7185 	5764 	7614 	15324 	32019 	11638 	0 	44 	190 	3708 	6453 	1765 	1237 
EXP_IEU28,MT_PRE,THS_EUR,EE	: 	29436 	37522 	23469 	18550 	12749 	11305 	8755 	18179 	6751 	2011 	419 	231 	333 	81 	92 	707 
EXP_IEU28,MT_PRE,THS_EUR,EL	: 	640 	1044 	1352 	2729 	6448 	3384 	13431 	12260 	904 	4 	0 	0 	184 	17 	14 	128 
EXP_IEU28,MT_PRE,THS_EUR,ES	: 	140434 	56543 	50518 	38382 	45852 	76112 	127880 	55083 	48084 	49630 	16580 	6218 	8278 	14920 	6694 	7580 
EXP_IEU28,MT_PRE,THS_EUR,EU28	: 	3492053 	2493078 	2118809 	2140501 	1957661 	2003914 	2123577 	3219571 	3024037 	1828518 	1164383 	1786797 	1525813 	1157267 	707822 	709414 
EXP_IEU28,MT_PRE,THS_EUR,FI	: 	25380 	23276 	21797 	17115 	15301 	20189 	14919 	14589 	13266 	16335 	6762 	13487 	11890 	13758 	5276 	2377 
EXP_IEU28,MT_PRE,THS_EUR,FR	: 	163871 	142351 	159142 	138603 	150283 	130691 	194439 	288019 	390800 	263083 	146242 	178000 	178843 	172478 	127787 	114842 
EXP_IEU28,MT_PRE,THS_EUR,HR	: 	7003 	9881 	11096 	17840 	69767 	36320 	53623 	32910 	23235 	26588 	8500 	17020 	9485 	10659 	19950 	13699 
EXP_IEU28,MT_PRE,THS_EUR,HU	: 	25964 	17448 	21472 	24924 	23986 	17408 	45579 	82316 	42424 	13310 	720 	416 	2477 	1013 	432 	46 
EXP_IEU28,MT_PRE,THS_EUR,IE	: 	9181 	9955 	9699 	7651 	8566 	11981 	16847 	17827 	14782 	11810 	6274 	6289 	2965 	3074 	2753 	3676 
EXP_IEU28,MT_PRE,THS_EUR,IT	: 	160454 	120806 	101196 	59634 	79822 	67829 	47964 	137002 	42018 	19425 	3596 	3080 	10377 	4121 	2695 	933 
EXP_IEU28,MT_PRE,THS_EUR,LT	: 	141875 	83884 	68316 	48051 	45361 	57669 	58895 	70471 	60824 	38980 	19499 	54079 	56122 	29945 	14675 	9494 
EXP_IEU28,MT_PRE,THS_EUR,LU	: 	6682 	4673 	2218 	7141 	20636 	38101 	19832 	689 	64 	92 	83 	260 	364 	93 	146 	0 
EXP_IEU28,MT_PRE,THS_EUR,LV	: 	9553 	2385 	1223 	442 	2471 	1240 	75 	1247 	2735 	2417 	2279 	8467 	11891 	6331 	1873 	1351 
EXP_IEU28,MT_PRE,THS_EUR,MT	: 	0 	0 	15 	0 	0 	10 	21 	0 	362 	85 	0 	49 	20 	25 	29 	72 
EXP_IEU28,MT_PRE,THS_EUR,NL	: 	189567 	125610 	67211 	73613 	126366 	60448 	165286 	612446 	441851 	138164 	65360 	157044 	10854 	66822 	31124 	41169 
EXP_IEU28,MT_PRE,THS_EUR,PL	: 	218177 	83933 	56676 	64790 	49942 	57878 	49237 	37264 	25098 	37425 	27324 	29685 	32157 	27952 	10256 	7214 
EXP_IEU28,MT_PRE,THS_EUR,PT	: 	22725 	12309 	5957 	6033 	10436 	7704 	9286 	16440 	48249 	6340 	2779 	5081 	5558 	2584 	1453 	1244 
EXP_IEU28,MT_PRE,THS_EUR,RO	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EXP_IEU28,MT_PRE,THS_EUR,SE	: 	105673 	74531 	85123 	93834 	95861 	86540 	83335 	108657 	123218 	96972 	49382 	91148 	82056 	63608 	32773 	25351 
EXP_IEU28,MT_PRE,THS_EUR,SI	: 	5685 	4563 	5600 	7206 	5086 	4327 	6435 	9727 	7077 	6441 	4683 	1299 	1025 	2024 	1038 	780 
EXP_IEU28,MT_PRE,THS_EUR,SK	: 	22692 	20311 	18717 	20830 	21815 	23016 	21228 	25054 	19770 	23681 	7605 	9006 	8493 	6595 	6463 	7971 
EXP_IEU28,MT_PRE,THS_EUR,UK	: 	797857 	579386 	566696 	509981 	210980 	330836 	258491 	272871 	237913 	115917 	121627 	95624 	56113 	65772 	33839 	26031 
EXP_IEU28,PAPER,T,AT	: 	312145 	349566 	350534 	408891 	386908 	352601 	353086 	361227 	413825 	426526 	439358 	371213 	463698 	310364 	238404 	226047 
EXP_IEU28,PAPER,T,BE	: 	910037 	1003589 	991326 	919897 	934866 	988769 	1015860 	1097807 	1263693 	1157935 	1221769 	1224412 	1251940 	1375477 	1300981 	1350309 
EXP_IEU28,PAPER,T,BG	: 	42371 	51370 	45975 	30134 	36445 	24566 	28055 	27819 	20026 	15201 	7147 	6455 	7464 	1415 	56 	1 
EXP_IEU28,PAPER,T,CY	: 	4787 	4055 	2893 	1819 	143 	280 	2318 	0 	2411 	1652 	0 	0 	695 	125 	61 	1096 
EXP_IEU28,PAPER,T,CZ	: 	775311 	807657 	778045 	734072 	700528 	655201 	636658 	579638 	503485 	476737 	407956 	366644 	295520 	256209 	194910 	161565 
EXP_IEU28,PAPER,T,DE	: 	1904627 	2126900 	2105315 	2074360 	1940335 	1851066 	1982505 	2243373 	2590132 	2541178 	2490545 	2472631 	2528629 	2299436 	2471215 	2610622 
EXP_IEU28,PAPER,T,DK	: 	508772 	561490 	598860 	589727 	580832 	585555 	596218 	686193 	701816 	692296 	721149 	693863 	730542 	667750 	503100 	468098 
EXP_IEU28,PAPER,T,EE	: 	52015 	60617 	61095 	57865 	54765 	58499 	60010 	57343 	57549 	53320 	38692 	47890 	44827 	36813 	34623 	30903 
EXP_IEU28,PAPER,T,EL	: 	10046 	11203 	13507 	29493 	19781 	22442 	21411 	36159 	14492 	32673 	76284 	61227 	45412 	35243 	25765 	33200 
EXP_IEU28,PAPER,T,ES	: 	126556 	186196 	244918 	292239 	309826 	279480 	210511 	206338 	245497 	226789 	229744 	224070 	204427 	153690 	207274 	157647 
EXP_IEU28,PAPER,T,EU28	: 	12072107 	12332594 	12513184 	12464842 	11906588 	11650198 	11772013 	12325117 	13114798 	12673219 	11357486 	11712321 	11977615 	10981077 	10118430 	9744191 
EXP_IEU28,PAPER,T,FI	: 	60274 	66809 	85092 	80200 	89101 	94297 	128090 	148765 	157412 	151462 	165196 	132992 	128727 	145330 	139142 	83615 
EXP_IEU28,PAPER,T,FR	: 	1939106 	2046481 	2285135 	2326685 	2264153 	2306579 	2367395 	2348440 	2280268 	2153893 	2002452 	1623250 	1672496 	1584308 	1483401 	1324395 
EXP_IEU28,PAPER,T,HR	: 	133506 	123987 	112306 	107551 	95479 	111006 	105693 	72855 	54736 	56840 	39701 	31966 	36132 	33704 	32502 	27069 
EXP_IEU28,PAPER,T,HU	: 	212961 	214332 	175902 	134636 	121902 	121919 	134720 	129010 	146650 	113827 	50107 	133797 	66041 	43880 	56478 	33353 
EXP_IEU28,PAPER,T,IE	: 	42327 	35773 	73566 	100875 	92066 	68586 	92664 	112839 	99174 	89475 	120399 	129777 	126115 	135474 	122514 	180816 
EXP_IEU28,PAPER,T,IT	: 	561172 	488455 	455712 	549680 	481072 	537401 	505117 	580015 	633226 	712787 	451280 	526281 	603838 	581272 	548847 	471216 
EXP_IEU28,PAPER,T,LT	: 	76194 	80592 	93609 	102102 	79798 	89363 	75506 	72276 	54716 	42775 	27893 	25027 	16839 	9563 	8678 	6754 
EXP_IEU28,PAPER,T,LU	: 	76347 	76518 	75620 	79239 	75701 	79195 	80605 	89972 	88553 	85022 	89372 	84288 	89211 	71030 	63005 	65701 
EXP_IEU28,PAPER,T,LV	: 	63607 	62105 	55843 	52780 	43833 	36589 	34494 	29526 	22265 	23701 	25959 	28717 	23167 	23117 	24216 	22194 
EXP_IEU28,PAPER,T,MT	: 	0 	28 	0 	1 	0 	0 	1088 	956 	1536 	574 	836 	1203 	12 	6 	0 	1 
EXP_IEU28,PAPER,T,NL	: 	1348053 	1209872 	1199612 	1192003 	969800 	1061708 	990973 	1077336 	1260763 	1215217 	1055355 	1215463 	1271070 	1240279 	1099978 	1030552 
EXP_IEU28,PAPER,T,PL	: 	1008979 	860290 	787609 	733493 	617715 	575488 	579433 	529938 	513036 	381553 	305566 	437917 	380115 	383111 	234307 	145979 
EXP_IEU28,PAPER,T,PT	: 	282451 	291065 	324984 	332794 	331285 	318208 	338828 	353290 	387011 	398898 	374157 	388427 	403297 	319018 	284507 	141575 
EXP_IEU28,PAPER,T,RO	: 	91446 	100506 	128718 	88949 	73455 	70243 	84263 	100312 	82305 	62245 	26406 	32 	23 	86 	611 	558 
EXP_IEU28,PAPER,T,SE	: 	399408 	385207 	409566 	475370 	433183 	429237 	415920 	391639 	391448 	320369 	224102 	281123 	265606 	151974 	152379 	163471 
EXP_IEU28,PAPER,T,SI	: 	146076 	142317 	122485 	129177 	116930 	114214 	93381 	113221 	118114 	122889 	70970 	106976 	96547 	70978 	57313 	47568 
EXP_IEU28,PAPER,T,SK	: 	322215 	326335 	280246 	263880 	269854 	283280 	295954 	172958 	154459 	116927 	73721 	103336 	18650 	38696 	30189 	35546 
EXP_IEU28,PAPER,T,UK	: 	661317 	659281 	654709 	576933 	786830 	534426 	541255 	705874 	856200 	1000458 	621370 	993346 	1206576 	1012730 	803975 	924343 
EXP_IEU28,PAPER,THS_EUR,AT	: 	42517 	51619 	53411 	57491 	49153 	42799 	40200 	45231 	63399 	53755 	30439 	41829 	44272 	28997 	23219 	22221 
EXP_IEU28,PAPER,THS_EUR,BE	: 	102113 	130607 	158467 	136442 	127193 	125961 	131188 	152881 	203575 	158534 	103020 	143464 	151918 	123426 	112103 	116692 
EXP_IEU28,PAPER,THS_EUR,BG	: 	5708 	7265 	7877 	4691 	4896 	3352 	4037 	5046 	4183 	2178 	662 	666 	629 	168 	52 	5 
EXP_IEU28,PAPER,THS_EUR,CY	: 	7 	47 	134 	54 	1 	3 	47 	0 	62 	20 	0 	0 	130 	34 	17 	93 
EXP_IEU28,PAPER,THS_EUR,CZ	: 	88781 	103627 	121425 	104834 	92012 	82393 	81244 	78773 	86799 	73101 	33376 	49637 	35357 	22022 	16000 	15292 
EXP_IEU28,PAPER,THS_EUR,DE	: 	208769 	258630 	310658 	278837 	241612 	221703 	232013 	278181 	374503 	309851 	174288 	257471 	261040 	184629 	198007 	211990 
EXP_IEU28,PAPER,THS_EUR,DK	: 	49950 	66692 	91275 	80616 	72265 	71733 	74639 	83951 	100442 	90368 	52195 	68907 	71515 	56652 	43213 	42384 
EXP_IEU28,PAPER,THS_EUR,EE	: 	6320 	7098 	8264 	7170 	6118 	6667 	6646 	6526 	8428 	6608 	3197 	4810 	3922 	2536 	3429 	2333 
EXP_IEU28,PAPER,THS_EUR,EL	: 	2246 	2397 	3774 	5439 	3348 	2630 	2853 	5430 	3000 	5434 	7098 	9167 	6609 	4017 	2402 	3038 
EXP_IEU28,PAPER,THS_EUR,ES	: 	20249 	30297 	42978 	44011 	47087 	39291 	32978 	35498 	45325 	39539 	24989 	34946 	31310 	20120 	22540 	22694 
EXP_IEU28,PAPER,THS_EUR,EU28	: 	1430113 	1666381 	1965628 	1826673 	1617001 	1523865 	1530528 	1682672 	2122872 	1805932 	973592 	1407520 	1429034 	1034793 	929171 	911816 
EXP_IEU28,PAPER,THS_EUR,FI	: 	10047 	10872 	13662 	12791 	12221 	11480 	14824 	17149 	20973 	15490 	13403 	15213 	15271 	14023 	16169 	13281 
EXP_IEU28,PAPER,THS_EUR,FR	: 	204177 	247383 	326672 	315706 	281816 	264036 	275848 	293349 	349651 	291397 	151884 	196869 	211876 	151667 	131718 	114526 
EXP_IEU28,PAPER,THS_EUR,HR	: 	14138 	15374 	15888 	14593 	11898 	13359 	11983 	9170 	9056 	7018 	3264 	3457 	3773 	3220 	3245 	2944 
EXP_IEU28,PAPER,THS_EUR,HU	: 	25992 	28820 	26773 	19746 	16869 	16003 	16336 	16597 	23763 	15439 	3568 	16287 	6830 	3117 	4334 	3137 
EXP_IEU28,PAPER,THS_EUR,IE	: 	12512 	16495 	16818 	20364 	17417 	12907 	13990 	18117 	11584 	10614 	7964 	11547 	13007 	10814 	13960 	12907 
EXP_IEU28,PAPER,THS_EUR,IT	: 	65588 	66869 	74980 	84241 	71351 	78942 	78012 	84047 	117321 	115099 	47991 	72095 	80920 	59315 	51430 	47833 
EXP_IEU28,PAPER,THS_EUR,LT	: 	9015 	10982 	14511 	14392 	10346 	10995 	9705 	9245 	8887 	6362 	2678 	3125 	2074 	1007 	781 	752 
EXP_IEU28,PAPER,THS_EUR,LU	: 	5766 	7230 	10406 	9650 	8658 	8253 	8619 	10070 	12528 	9837 	5151 	7640 	8142 	4651 	3788 	3999 
EXP_IEU28,PAPER,THS_EUR,LV	: 	7927 	7927 	8813 	7650 	6385 	4970 	4459 	3630 	3269 	2770 	1695 	2443 	1562 	1318 	1403 	1416 
EXP_IEU28,PAPER,THS_EUR,MT	: 	0 	2 	0 	3 	0 	0 	184 	178 	316 	109 	109 	209 	4 	1 	0 	1 
EXP_IEU28,PAPER,THS_EUR,NL	: 	216680 	215593 	230529 	216287 	202047 	196739 	177957 	190415 	250878 	218182 	129365 	169430 	165953 	129546 	114494 	110947 
EXP_IEU28,PAPER,THS_EUR,PL	: 	121275 	121671 	124822 	110076 	83801 	76963 	76787 	74572 	88276 	59801 	28154 	56105 	49648 	36643 	24142 	17674 
EXP_IEU28,PAPER,THS_EUR,PT	: 	28570 	33842 	48343 	43895 	43433 	36294 	42190 	46246 	59168 	53402 	30541 	40279 	42057 	27614 	21250 	14960 
EXP_IEU28,PAPER,THS_EUR,RO	: 	13809 	16114 	20288 	13696 	11092 	9803 	10894 	12829 	13286 	8558 	2058 	10 	2 	17 	108 	116 
EXP_IEU28,PAPER,THS_EUR,SE	: 	43663 	50406 	61944 	71004 	56430 	56554 	53220 	53816 	61354 	45724 	25501 	43505 	33265 	25304 	23808 	24133 
EXP_IEU28,PAPER,THS_EUR,SI	: 	14629 	16997 	18251 	18821 	15287 	13547 	11167 	12720 	16767 	15194 	5071 	10361 	8223 	4313 	3257 	2737 
EXP_IEU28,PAPER,THS_EUR,SK	: 	30042 	36034 	38104 	36489 	31967 	33720 	35940 	28007 	32024 	32385 	14464 	11055 	19352 	5722 	4630 	2547 
EXP_IEU28,PAPER,THS_EUR,UK	: 	79625 	105490 	116560 	97685 	92298 	82768 	82568 	110998 	154058 	159164 	71465 	136990 	160371 	113897 	89671 	101164 
EXP_IEU28,PLAST,T,AT	: 	194240 	179750 	159388 	150489 	151116 	178786 	165187 	164813 	142840 	105093 	105345 	100061 	102519 	91020 	77835 	64453 
EXP_IEU28,PLAST,T,BE	: 	216300 	306282 	227557 	148308 	147838 	151551 	150638 	131583 	124271 	111220 	96363 	95377 	94798 	99727 	115456 	111148 
EXP_IEU28,PLAST,T,BG	: 	6785 	5842 	8030 	5592 	5091 	6043 	4037 	5453 	3266 	1311 	1546 	3232 	4362 	3695 	4067 	1582 
EXP_IEU28,PLAST,T,CY	: 	5872 	4776 	4872 	4011 	1751 	1139 	128 	84 	1053 	1038 	128 	220 	154 	0 	99 	131 
EXP_IEU28,PLAST,T,CZ	: 	80145 	74635 	66852 	68764 	79808 	76162 	79028 	65163 	53353 	36614 	34789 	25640 	16216 	12317 	12956 	11793 
EXP_IEU28,PLAST,T,DE	: 	715397 	664590 	618193 	648080 	566206 	507084 	474240 	484909 	449421 	463597 	358326 	296917 	380869 	325557 	293537 	230436 
EXP_IEU28,PLAST,T,DK	: 	81983 	90820 	106117 	96816 	114478 	108810 	87215 	98906 	408248 	630046 	72534 	258538 	54887 	38725 	32682 	34686 
EXP_IEU28,PLAST,T,EE	: 	12760 	11770 	10363 	11075 	8494 	8570 	7655 	30420 	9869 	11263 	21182 	10284 	10094 	4003 	3294 	2083 
EXP_IEU28,PLAST,T,EL	: 	44161 	41657 	35383 	25155 	24128 	14575 	13208 	11707 	10298 	13192 	10197 	5387 	2834 	1234 	1060 	1771 
EXP_IEU28,PLAST,T,ES	: 	58819 	62890 	82413 	78727 	78524 	112055 	56093 	56447 	42843 	32653 	34710 	85837 	32282 	30196 	32472 	32207 
EXP_IEU28,PLAST,T,EU28	: 	3061814 	2952280 	2822462 	2785545 	2499635 	2338564 	2190597 	2175861 	2301162 	2384800 	1507229 	1667893 	1428910 	1303541 	1338135 	1181782 
EXP_IEU28,PLAST,T,FI	: 	17777 	16573 	18767 	19435 	21138 	18305 	15852 	15227 	20347 	16701 	19676 	9006 	9242 	5630 	8284 	5744 
EXP_IEU28,PLAST,T,FR	: 	371705 	364124 	354086 	334213 	321840 	313238 	315230 	339176 	332088 	334259 	261979 	294553 	278010 	291057 	356926 	297675 
EXP_IEU28,PLAST,T,HR	: 	28374 	18437 	13566 	13887 	10357 	8123 	21115 	15879 	14827 	16028 	17425 	17465 	15839 	7930 	2720 	3252 
EXP_IEU28,PLAST,T,HU	: 	27358 	32062 	32536 	24170 	20686 	16644 	13515 	18611 	22194 	12783 	8340 	7832 	5659 	5589 	2397 	3695 
EXP_IEU28,PLAST,T,IE	: 	36640 	27491 	35302 	36371 	31357 	25928 	22026 	14506 	13262 	9679 	10364 	7637 	3429 	813 	666 	234 
EXP_IEU28,PLAST,T,IT	: 	176238 	177036 	192822 	179221 	145057 	116628 	105878 	132245 	111389 	101365 	41557 	45076 	45073 	42268 	44625 	41145 
EXP_IEU28,PLAST,T,LT	: 	26972 	31501 	29326 	27498 	28886 	20697 	16908 	13787 	11057 	9413 	7442 	15079 	15104 	10573 	8057 	4258 
EXP_IEU28,PLAST,T,LU	: 	11708 	12108 	13932 	14146 	14506 	12196 	10613 	12122 	12170 	10588 	8177 	7836 	7780 	8897 	10570 	20691 
EXP_IEU28,PLAST,T,LV	: 	11538 	10572 	10858 	12076 	6652 	10152 	6590 	6528 	5177 	2534 	3803 	2587 	3947 	2648 	2714 	916 
EXP_IEU28,PLAST,T,MT	: 	287 	276 	214 	81 	58 	18 	39 	81 	17 	18 	9 	134 	22 	507 	511 	115 
EXP_IEU28,PLAST,T,NL	: 	326394 	297102 	333450 	401205 	283837 	245134 	254727 	212601 	184810 	175624 	151429 	155259 	154339 	162873 	189433 	173218 
EXP_IEU28,PLAST,T,PL	: 	126949 	127290 	116931 	117425 	112768 	91195 	65614 	66983 	60280 	66884 	60493 	48811 	43399 	34044 	25698 	25679 
EXP_IEU28,PLAST,T,PT	: 	45440 	40587 	38833 	52213 	39445 	32264 	29081 	33291 	33741 	35923 	27768 	29683 	24065 	20840 	14823 	11326 
EXP_IEU28,PLAST,T,RO	: 	22975 	20542 	14848 	13091 	10122 	10827 	10819 	11118 	6248 	6987 	7540 	7891 	6237 	8025 	8303 	4695 
EXP_IEU28,PLAST,T,SE	: 	88250 	66450 	66344 	77184 	72766 	75707 	90920 	88054 	82416 	65264 	66432 	40787 	38728 	31393 	23797 	26689 
EXP_IEU28,PLAST,T,SI	: 	59556 	55275 	49474 	36962 	36126 	31711 	27081 	32123 	38669 	33397 	21490 	23183 	15335 	11052 	6676 	6994 
EXP_IEU28,PLAST,T,SK	: 	45252 	35017 	38627 	43314 	36390 	31284 	23076 	10562 	7157 	1824 	4466 	8279 	6647 	6471 	1903 	1541 
EXP_IEU28,PLAST,T,UK	: 	221939 	176826 	143377 	146035 	130210 	113740 	124083 	103481 	99852 	79503 	53718 	65305 	57040 	46458 	56576 	63629 
EXP_IEU28,PLAST,THS_EUR,AT	: 	74764 	78152 	42239 	45419 	47655 	45894 	43079 	47756 	46841 	33318 	26252 	36050 	35614 	29437 	18361 	14228 
EXP_IEU28,PLAST,THS_EUR,BE	: 	89054 	107688 	93842 	78801 	78187 	71031 	77203 	64448 	61120 	47381 	35412 	42652 	47870 	47899 	44439 	38469 
EXP_IEU28,PLAST,THS_EUR,BG	: 	2967 	2594 	3169 	2092 	2147 	3005 	2122 	2798 	1511 	577 	641 	1730 	2290 	1398 	1587 	328 
EXP_IEU28,PLAST,THS_EUR,CY	: 	1429 	1031 	792 	1032 	568 	414 	199 	27 	66 	177 	25 	94 	144 	0 	92 	80 
